1.001350095741225132e+00 -5.000000000000000278e-02
9.994134791962526743e-01 -4.933288859239493007e-02
9.998855481750403840e-01 -4.866577718478986431e-02
1.000072502234757854e+00 -4.799866577718479160e-02
9.996240997578385024e-01 -4.733155436957972584e-02
9.986683043170849761e-01 -4.666444296197465313e-02
9.993283098291555477e-01 -4.599733155436958043e-02
1.001575574289205850e+00 -4.533022014676451467e-02
1.001099969946617874e+00 -4.466310873915944196e-02
9.988347058501431119e-01 -4.399599733155437620e-02
1.001506946654606489e+00 -4.332888592394930349e-02
9.987077875371191960e-01 -4.266177451634423079e-02
9.998978812153496154e-01 -4.199466310873916502e-02
9.982331915316546844e-01 -4.132755170113409232e-02
9.995188475563228092e-01 -4.066044029352902656e-02
9.980597008489646704e-01 -3.999332888592395385e-02
9.997960109066084122e-01 -3.932621747831888115e-02
9.979541810273572233e-01 -3.865910607071380845e-02
9.968632147660193565e-01 -3.799199466310874268e-02
9.961867691608441433e-01 -3.732488325550366998e-02
9.961705418826629632e-01 -3.665777184789860421e-02
9.941460048850853104e-01 -3.599066044029353151e-02
9.928362617212623809e-01 -3.532354903268845880e-02
9.925033069027774379e-01 -3.465643762508339304e-02
9.922741541477095861e-01 -3.398932621747832727e-02
9.893131426184808008e-01 -3.332221480987325457e-02
9.893521354000011092e-01 -3.265510340226818187e-02
9.893087644949987158e-01 -3.198799199466310916e-02
9.902043321334250692e-01 -3.132088058705804340e-02
9.878066715665356767e-01 -3.065376917945297069e-02
9.897071995715126524e-01 -2.998665777184790146e-02
9.879003189926212070e-01 -2.931954636424283223e-02
9.884000843976404882e-01 -2.865243495663776299e-02
9.898498155027162237e-01 -2.798532354903269376e-02
9.894038540569327633e-01 -2.731821214142762105e-02
9.871612117493691052e-01 -2.665110073382255182e-02
9.903354027627216949e-01 -2.598398932621748258e-02
9.907037337014396039e-01 -2.531687791861241335e-02
9.904224534286694137e-01 -2.464976651100734065e-02
9.879686073522141454e-01 -2.398265510340227141e-02
9.891526637026893942e-01 -2.331554369579720218e-02
9.876380505200921256e-01 -2.264843228819213294e-02
9.884001074426662647e-01 -2.198132088058706024e-02
9.876000482564634142e-01 -2.131420947298199101e-02
9.868810462276704776e-01 -2.064709806537692177e-02
9.885021632373814926e-01 -1.997998665777185254e-02
9.893189317145523187e-01 -1.931287525016678330e-02
9.876047022541238896e-01 -1.864576384256171060e-02
9.877786722714129164e-01 -1.797865243495664483e-02
9.885192681469676668e-01 -1.731154102735157213e-02
9.871336591991525244e-01 -1.664442961974649943e-02
9.875774207816050421e-01 -1.597731821214143366e-02
9.872491462900346848e-01 -1.531020680453636096e-02
9.858874224514052598e-01 -1.464309539693128825e-02
9.868692497335738167e-01 -1.397598398932622249e-02
9.858599301782640101e-01 -1.330887258172114979e-02
9.870192704165292596e-01 -1.264176117411608402e-02
9.877070809924265449e-01 -1.197464976651101132e-02
9.877057231012689176e-01 -1.130753835890593861e-02
9.848714840706430662e-01 -1.064042695130087285e-02
9.880979209538621744e-01 -9.973315543695800145e-03
9.866317447247566763e-01 -9.306204136090734380e-03
9.874920616555554753e-01 -8.639092728485661676e-03
9.870449457708652119e-01 -7.971981320880588973e-03
9.857603343953810215e-01 -7.304869913275523208e-03
9.879669866713205462e-01 -6.637758505670450504e-03
9.860527454339439446e-01 -5.970647098065384739e-03
9.869834327771368487e-01 -5.303535690460312035e-03
9.876694911047042558e-01 -4.636424282855239332e-03
9.865916006573406394e-01 -3.969312875250173567e-03
9.870637875936324468e-01 -3.302201467645100863e-03
9.857864148346741073e-01 -2.635090060040028159e-03
9.857069106886682253e-01 -1.967978652434962394e-03
9.870140106125653290e-01 -1.300867244829889691e-03
9.862379930957558827e-01 -6.337558372248239258e-04
9.860737869517961496e-01 3.335557038024877796e-05
9.873361822504248542e-01 7.004669779853214817e-04
9.867005420935465176e-01 1.367578385590387247e-03
9.885773732819911341e-01 2.034689793195459950e-03
9.861245450391963319e-01 2.701801200800525715e-03
9.890493700155837953e-01 3.368912608405598419e-03
9.857152181281834125e-01 4.036024016010671123e-03
9.889127964114936553e-01 4.703135423615736888e-03
9.875561312836668160e-01 5.370246831220809591e-03
9.853832568555989102e-01 6.037358238825882295e-03
9.864131980066869199e-01 6.704469646430948060e-03
9.859281506361118330e-01 7.371581054036020764e-03
9.849948322350411400e-01 8.038692461641086529e-03
9.893941593975884574e-01 8.705803869246159232e-03
9.871068590205021032e-01 9.372915276851231936e-03
9.875199956685583036e-01 1.004002668445629770e-02
9.889941567611846285e-01 1.070713809206137040e-02
9.872746683749172858e-01 1.137424949966643617e-02
9.860244095450857449e-01 1.204136090727150887e-02
9.856143568427375712e-01 1.270847231487658158e-02
9.884391690998503011e-01 1.337558372248165428e-02
9.861635596808027149e-01 1.404269513008671311e-02
9.877734455485477350e-01 1.470980653769178581e-02
9.878412394360793769e-01 1.537691794529685851e-02
9.880744751649006563e-01 1.604402935290193122e-02
9.879255599317469105e-01 1.671114076050700392e-02
9.865507821039529723e-01 1.737825216811206275e-02
9.885666931828533954e-01 1.804536357571713545e-02
9.861374199128442042e-01 1.871247498332220816e-02
9.874872330539966603e-01 1.937958639092728086e-02
9.901716433941071260e-01 2.004669779853235356e-02
9.865358387406137908e-01 2.071380920613742627e-02
9.866409126296297183e-01 2.138092061374248509e-02
9.876256316587646022e-01 2.204803202134755780e-02
9.889815064198180794e-01 2.271514342895263050e-02
9.881620750403267150e-01 2.338225483655770320e-02
9.879039925318037207e-01 2.404936624416277591e-02
9.890788052148250520e-01 2.471647765176783473e-02
9.880496632767349352e-01 2.538358905937290744e-02
9.899411896818600676e-01 2.605070046697798014e-02
9.888130795271493634e-01 2.671781187458305284e-02
9.895791341455330015e-01 2.738492328218812555e-02
9.876474531996440875e-01 2.805203468979318437e-02
9.881777969851126553e-01 2.871914609739825708e-02
9.905021317337294740e-01 2.938625750500332978e-02
9.894078932179423136e-01 3.005336891260840249e-02
9.917248515067069725e-01 3.072048032021347519e-02
9.905735797029997514e-01 3.138759172781853402e-02
9.888715684589322041e-01 3.205470313542360672e-02
9.906789498428836271e-01 3.272181454302867942e-02
9.899636126287731930e-01 3.338892595063375213e-02
